  date, station, SHOWALTER, lifted index, LIFT, SWEAT, K index, TT, CAPE, CINS, RICH, TEMPK, PWATER 
  12:00 21 Dec 2015,  72440,  8.16,  2.85,  2.61,  273.11,  -1.30,  38.80,  52.76,  -3.59,  569.16,  872.36,  0.31,  283.38,  13.36
  00:00 22 Dec 2015,  72440,  5.73,  10.29,  10.20,  119.62,  16.80,  44.50,  0.00,  0.00,  918.74,  927.83,  0.00,  277.75,  13.63
  12:00 22 Dec 2015,  72440,  11.83,  17.07,  17.08,  63.00,  -13.50,  32.20,  0.00,  0.00,  0.00,  273.01,  8.11
  00:00 23 Dec 2015,  72440,  9.54,  9.30,  9.33,  176.72,  5.70,  35.40,  0.00,  0.00,  0.00,  274.22,  11.37
  12:00 23 Dec 2015,  72440,  4.00,  3.90,  3.96,  196.39,  24.10,  44.80,  6.74,  -248.86,  645.56,  685.12,  0.04,  280.67,  21.91
  18:00 23 Dec 2015,  72440,  -1.82,  -4.50,  -4.81,  368.80,  20.10,  55.00,  763.90,  -1.90,  354.12,  866.78,  3.67,  285.12,  18.51
  00:00 24 Dec 2015,  72440,  3.50,  2.90,  2.82,  166.81,  5.90,  49.20,  0.01,  -9.14,  812.65,  820.25,  0.00,  278.09,  12.69
  12:00 24 Dec 2015,  72440,  9.30,  12.23,  12.39,  223.41,  5.30,  36.40,  0.00,  0.00,  0.00,  270.19,  11.72
  00:00 25 Dec 2015,  72440,  11.38,  12.03,  12.12,  118.01,  4.50,  33.60,  0.00,  0.00,  0.00,  273.88,  14.95
  12:00 25 Dec 2015,  72440,  13.63,  20.96,  20.95,  81.00,  5.30,  28.00,  0.00,  0.00,  0.00,  269.15,  10.49
  00:00 26 Dec 2015,  72440,  11.16,  18.26,  18.19,  258.12,  9.50,  32.20,  0.00,  0.00,  0.00,  263.40,  13.47
  12:00 26 Dec 2015,  72440,  -3.15,  9.21,  9.06,  373.22,  39.40,  52.60,  0.00,  0.00,  0.00,  282.62,  31.79
  00:00 27 Dec 2015,  72440,  2.24,  1.91,  0.00,  0.00,  286.92,  37.52
  12:00 27 Dec 2015,  72440,  7.97,  23.84,  24.23,  172.19,  24.90,  36.90,  0.00,  0.00,  0.00,  273.72,  27.88
  00:00 28 Dec 2015,  72440,  7.55,  26.09,  26.55,  203.82,  26.10,  36.80,  0.00,  0.00,  928.76,  0.00,  272.63,  27.71
  12:00 28 Dec 2015,  72440,  5.22,  23.01,  23.35,  212.82,  26.10,  40.60,  0.00,  0.00,  0.00,  273.36,  27.30
  00:00 29 Dec 2015,  72440,  26.08,  27.56,  27.63,  94.00,  -3.80,  10.90,  0.03,  0.00,  896.86,  909.02,  0.00,  270.32,  15.97
  12:00 29 Dec 2015,  72440,  21.71,  30.41,  30.42,  113.00,  -15.00,  17.90,  0.00,  0.00,  0.00,  266.48,  7.43
  00:00 30 Dec 2015,  72440,  18.67,  26.79,  27.00,  96.00,  -25.70,  9.80,  0.00,  0.00,  0.00,  267.01,  9.82
  12:00 30 Dec 2015,  72440,  23.12,  26.06,  26.05,  129.99,  -8.40,  13.00,  0.00,  0.00,  934.80,  946.00,  0.00,  269.06,  9.40
  00:00 31 Dec 2015,  72440,  18.25,  23.69,  23.71,  119.02,  -16.00,  25.10,  0.42,  0.00,  886.62,  915.09,  0.00,  267.86,  7.08
  12:00 31 Dec 2015,  72440,  23.58,  26.94,  26.91,  136.01,  -20.50,  16.00,  0.00,  0.00,  0.00,  267.86,  6.50
